MANDT,KUNNR,BANKS,BANKL,BANKN,BKONT,BVTYP,XEZER,BANKA,SWIFT,IBAN
100,0000000628,BE,33908227,7973406014,,,,Wright-Smith   ,EFSQDEBOVU6,GB63ZPNU09104226327693
100,0000000214,DE,48688651,3709930207,,,,Gallet Dubois et Fils,NMTVGB0J,GB67IUUM59180365121981
100,0000000518,SE,09129507,3913133044,,,,"Pope, Harris and Christensen",ATZKGBJRXQL,GB88VMNT95101239439706
100,0000001856,PL,40802542,8858282468,,,,Ward PLC   ,RCNUGBT5,GB36WKAB66135998522994
100,0000001235,CH,99888991,2502688608,,,,Siqueira da Rocha S.A.,TBPGDEBTS3K,GB82XYXC59133985170646
100,0000001877,JP,73444699,6025657474,,,,合同会社中島食品,LDEFDEGS9SM,DE28676290318813346933
100,0000000900,CA,06311950,9172504091,,,,Bauer,WBTRDEHU,GB61GEIW77544003378973
100,0000000183,FR,14306054,7755809980,,,,"Phillips, Brown and Manning",XYIDGBSC,GB90UOQU46147861466098
200,0000001778,MX,81238918,2871885352,,,,Trapp GmbH,ALBSGBNGEZ0,GB04BJWG30164029136059
100,0000001207,CN,85574733,2975226608,,,,Sampaio,WTAZGBI5M35,DE16914096298659477077
100,0000001927,PL,92000646,9915478488,,,,Da Costa,HWHOGB3CC6W,FR5926601947697448363248453
100,0000000753,AT,47783204,7907116355,,,,Thompson-Jenkins,TAIHGBP9BG8,GB12SPJW68244672716524
100,0000001101,CN,76856108,6205176008,,,,株式会社山本食品,EGDCGBRR0OX,FR1833693362255554432407667
100,0000000216,PL,28826257,1822755417,,,,Schmitt   ,RADZGB2133P,GB48CJHV47357032050721
100,0000000973,CA,89515819,2575042450,,,,Dias   ,HSAKDE5RVF8,GB38INNS02093618929550
100,0000001829,IT,65879434,8385800358,,,,伊藤電気合同会社,QIUGGBIDOXM,GB25CCPW45791073299092
100,0000001331,BE,87899753,6456519464,,,,Novais   ,AMNEGB0LSOT,GB37FVVI70456710446156
100,0000000636,IN,99068201,0855031055,,,,Roger Baudry et Fils,YQGWGBTE,GB26EKVZ83200094290674
100,0000000247,BE,53791135,3332851352,,,,Rudolph Karge GmbH & Co. KG,YFQLGBEG4IB,GB70QSYW04986357184187
100,0000001356,US,79250966,2266726494,,,,White-Fox,OXVNGBAB9PH,DE80135286130597858648
100,0000001616,ES,55715375,1118248982,,,,Richard-Harris,TWGPGBJ6,FR8127527813835532561232425
100,0000001655,ES,06937451,8810775152,,,,Weiß KG   ,GQVXDEKT,GB52RYBA12820498136135
100,0000001306,JP,07106220,8433537793,,,,Adams-West,OISVGB4Q525,FR5876262326598822020559866
100,0000000929,IN,11228679,9345489278,,,,Striebitz Krein GmbH & Co. KG,DJCMGBKH6MB,GB37DDTP00736388995762
100,0000000898,KR,58904260,8582078227,,,,Etzold   ,ELITGBR9RWS,GB98EJVZ58403230770672
100,0000000150,GB,38962729,7326321416,,,,Gieß Becker AG,HZGTDEYS,GB51QJKL50567953863478
100,0000001181,JP,94234240,5069971788,,,,清水印刷有限会社,OGOYFR71LGX,GB90EPIZ01732359262338
100,0000001376,MX,36056828,6783969305,,,,伊藤ガス株式会社,WZSGFRJM,GB45PEQY30451163477261
100,0000001925,IT,14253095,7592795676,,,,Moraes - EI,BMMZFRP5,GB10YCKW16689887842345
100,0000001949,IN,07795944,8395892039,,,,"Cole, Johnson and Leach   ",BTIBGBSQ,GB58WHRU68835210887071
100,0000000252,IN,47789689,3075156991,,,,"Stevenson, Turner and Kelly",GCFIGB6J0KT,GB89KGOB86782792302820
100,0000000975,SE,57962110,6846008833,,,,Ruiz,STQAGBEF,GB21YKRP30618792393146
100,0000000786,CA,94890417,5342636696,,,,Rivera Ltd   ,UHOSGBJR,FR8380132492879308928420778
100,0000001341,CA,41696114,1099680092,,,,村上通信合同会社,SLWRGBE4PBA,GB14YWCD92962071038086
100,0000001713,BE,45542661,5441629676,,,,Jackson PLC,EHBIGB8A,GB29OJQY98450720613099
100,0000001847,SE,14912162,2213580023,,,,山本電気合同会社,BKJNDEU9,GB21ABEJ99601818401882
100,0000000923,US,18037065,7858973303,,,,Baxter LLC   ,CHEMGBM3,FR5684121199164214772801974
100,0000001670,FR,26866344,7654607236,,,,Dippel Davids AG,UVZHFRGGN1D,GB84HJIE91355622350548
100,0000001644,AU,66283148,0103639228,,,,"Barlow, Talbot and Kennedy   ",PUZQGBYJ,GB29AEXM54297045261319
100,0000001143,SE,74876567,2052468229,,,,山下運輸株式会社,NYQXGBLQ,GB02MZQS26273348691166
100,0000001263,IT,58361866,0511446096,,,,Perkins Inc   ,ECNKFRPXNBW,FR6008125542170590139950261
100,0000000150,KR,78449006,0042311040,,,,Caldeira,ZRPYFRUIWA3,FR6826639918666184195217335
100,0000001966,GB,52512486,5544415597,,,,"Potter, Anderson and Gutierrez",TGUCGB1O7F1,GB28TNZE55050607459136
100,0000000877,DE,59564468,1705363567,,,,Johann AG & Co. KGaA,KYELGBVVM1A,GB24WIMS26787892724821
100,0000001409,JP,82821700,2656996536,,,,Bousquet S.A.R.L.,XGNKGBKI,GB20YXVV61576800895212
100,0000000258,AU,92264268,2172201647,,,,"Edwards, Morris and Jones",YOADGBHW,GB71LOKI94593849303328
100,0000001694,NL,04000704,2899668599,,,,合同会社山崎電気,HPYLGB4YCCJ,GB79OUBA29653638939268
100,0000001068,US,81484150,0815072330,,,,"Dunn, Fox and Jordan   ",RPFGGBZC,GB58TXZH68668282533803
100,0000001783,MX,11684255,7616889596,,,,Novaes,BEMRGBTLN85,GB73STUJ99555652205786
100,0000000833,CA,32002366,9647337651,,,,da Rosa   ,HZBDFR4Z,DE53891015424630113178
100,0000001810,MX,05423409,3364833764,,,,Harris-Davey   ,ZCJOGB5N,GB30DHRX26660231202445
100,0000001664,CH,86580216,1132391149,,,,da Cunha   ,ZWALFRCNG87,GB47BMZY74872196237248
100,0000000861,CN,77316132,4711037603,,,,Novaes - ME,THYZGBJKMOR,GB33RLPG52050930653267
100,0000000970,MX,44725947,4529745767,,,,株式会社斎藤水産,FQUNDENU2JK,DE29486591373190617169
100,0000000846,ES,30504342,2354309794,,,,McDonald-Bishop,LFBBGB35,GB76OPXG16789842353102
100,0000000672,AT,81714579,3409074683,,,,Alves - EI   ,IUPZGBPY,GB82ALNI99554694321497
100,0000001716,CH,12554532,8814755565,,,,Briemer,UWJSDEGI,GB96LKUW62901139856243
100,0000001947,AU,73861021,3992497728,,,,Raymond SA,YLVFGBBY,FR4730768991107603323841842
100,0000000265,MX,11087688,7018178783,,,,Bertrand   ,JZROGB8UHEW,GB49WMVA88370211078756
100,0000000511,NL,63248048,3341704962,,,,Benard S.A.,JVNMGBBLVQ4,GB55ZFBA42301353617126
100,0000000533,CH,86453068,2357985585,,,,da Costa,SZYTGBRPV1O,GB78SGAQ28922674143298
100,0000000286,BE,73326802,2454528247,,,,Watson Inc,MQSBGBZZR52,GB09NZQR71812558282206
100,0000000500,IT,71221246,7363360641,,,,吉田鉱業有限会社   ,PDUQDEHA,GB53JMFL49757962279417
100,0000001065,BR,07373108,0506449679,,,,鈴木ガス合同会社,JPFADEYXZYW,GB75LIIN93457783107763
100,0000000058,CH,16594057,8224470507,,,,Hernandez-Weaver,OEZIGBH7,GB05QBUW14872667119462
100,0000000924,CH,80709053,7042947258,,,,有限会社後藤情報,LBKJGBN8,GB41UFUW00529448900025
100,0000000840,CN,21482681,0937733549,,,,Wilson-Davis,ZAVZDEDEBYO,GB32CFVB70822164261214
100,0000000741,CH,77995360,6597147336,,,,Moreira Correia S.A.,HSLFGB9G,GB82PXED21863111854547
100,0000000130,CN,69668613,2958671031,,,,有限会社中村電気,QVDYGB29KCI,FR1261428949608292536594697
100,0000000577,US,97890231,9016260941,,,,da Luz Gomes S/A,DDDHGBW66M3,GB05CLGI77925368845326
100,0000001468,AT,27475758,5012156544,,,,Leão da Mata Ltda.,MQJNGBVPK5H,GB77IRJE37674178831782
100,0000000374,ES,54480774,6281164472,,,,藤井運輸有限会社,PZKTGBQS,GB27DTTU86578298594623
100,0000000566,DE,13154015,2098043734,,,,Cunha   ,MOVSDEHE,GB14CUDW14615423851356
100,0000001903,IN,33744840,5864339126,,,,有限会社山本建設,GMAYGBRN,GB72NUIF03959196266963
100,0000001755,IN,34854761,3486021727,,,,"Brooks, Williams and Rodriguez",BZAKFRUJFNS,GB29OAAH39917431750057
100,0000001631,US,41952852,8117478879,,,,Macedo Montenegro e Filhos,YZSKGBYD,GB32PIBS25717496170281
100,0000000415,MX,36084376,8124721798,,,,Fonseca,ASOUGBILR2K,GB31CBYK41931535119060
100,0000001967,NL,19877985,8097781266,,,,Finley LLC,GHVGDE2Z,FR3388156850224486746575092
100,0000000553,DE,53328051,9978644905,,,,Brown Inc,HRWMGB4Z,GB28JKUF48049592868482
100,0000001524,GB,57508754,3950544094,,,,Döhn Caspar AG,ZZUSFR40GZ7,GB11CQDR57219928800143
100,0000001888,BR,24612780,4813678138,,,,Santos   ,HZEDGB3D,GB62GVLL35704820690582
100,0000001904,NL,31308612,5673520494,,,,"Jones, Thomson and Richardson",MMVUGBK7,GB06FNQR81223053261201
100,0000000095,CA,17837959,2966409918,,,,株式会社渡辺農林,WHLYDEG6FN5,GB68PCYM35053879174392
100,0000001427,IT,37384668,1369901223,,,,Prévost S.A.R.L.,EIUKGBK9,FR6583730693562783658966781
100,0000000959,CA,28777797,8559836726,,,,"Robinson, Lloyd and Hurst",JXWZFR1IBMR,FR3870845948163828382927860
100,0000001901,JP,65507682,8068529826,,,,Schlosser GmbH & Co. KGaA,FUDEGBVGXWD,GB47XYIX95683424534728
100,0000000172,JP,51156305,0489170260,,,,Vieira Fogaça S.A.   ,WUMEGBX6,GB25UMPO77066493857266
100,0000000564,IN,47999419,2901926653,,,,Beck PLC,QGAWGBBP,FR0908518073731814259707117
100,0000001168,FR,27130985,3973806244,,,,Wagner S.A.R.L.,VDPFGBH27MV,GB20MLWG06712266033553
100,0000001272,CA,31880816,5224995929,,,,Howard Ltd,UZYAGBT7,FR3298759785165553600783000
100,0000001144,IN,95720370,8079607256,,,,Gonçalves,AYQSFR06KNT,FR6286912705820926888618773
100,0000001675,KR,04343979,6500429238,,,,Mallet et Fils,ABKDGBX0,FR0312279444452896360380823
100,0000001712,CH,26875934,4711977784,,,,Taylor Ltd,BXTHGB0D,DE57596891485604173068
100,0000001018,SE,95419283,2937974299,,,,"Robinson, Jordan and Harris",NVUCGBPYCI7,GB30DIJO39673211115477
100,0000001164,GB,64685975,2762767944,,,,Wagner GmbH,IRVRGB2K,GB10HOSC70311384705698
100,0000000605,AU,92074033,9766542970,,,,Naser   ,VPHFGB2S,GB88EJIY34996573918185
100,0000001097,MX,09192455,4330738934,,,,Sales,ESZVGBPJXU1,FR8857266104419262236603436
100,0000001094,ES,49305259,1141040034,,,,Misicher Meister GbR,QNBTDEE904U,GB63SVDD28614010293550
100,0000001705,ES,97471066,4153344075,,,,Guérin David SARL,UUFEGBLV,DE37268188337549549276
100,0000001052,BR,90020153,3642637970,,,,Newman-Summers,XSBXGBYYMA5,GB47RLGJ28260083762784
100,0000000300,KR,94152359,3553674018,,,,Monnier,HXYHGBAV,GB83BQPO80269883601245
100,0000000123,CA,21128347,9649358310,,,,Leão,SFIVGB2O,GB23HNQN77281336770401
100,0000000778,AT,34797496,3074234178,,,,合同会社山田鉱業,HRJQFRS5RUQ,GB17FSII71770941373008
100,0000001413,DE,77751946,2602481564,,,,株式会社佐藤通信,WZLUGBCTFTN,GB10ZSFQ70166255515983
100,0000000726,CA,15704713,2651122801,,,,遠藤運輸株式会社,OTZJGBDU,GB66UQTO74330134295840
100,0000001446,BE,85028011,5870903590,,,,Ramirez Ltd   ,DKKUGBI2,FR4579614558591800346081832
100,0000000901,IT,37674522,6073602582,,,,Costa Bonnin SARL   ,NCJWGBO7,GB18HWCJ41301523567118
100,0000000816,MX,14834849,4657968668,,,,株式会社石井運輸   ,XGSEDE88,FR6647993140118916261003254
100,0000000457,IN,06863446,0964495473,,,,Guerra,UPDDDE9G,GB20TQSZ81901614161258
100,0000001104,CA,27193181,7712848109,,,,Jackson Inc,IXIGGBRX,FR9456175084665965959622809
100,0000001271,DE,26361361,2301857266,,,,Jungfer,RLJSGBOA4H4,FR6478038633954043516756138
100,0000001023,AT,36171617,3665789461,,,,Faure Maillot S.A.R.L.,VLXJGB42,FR3608133046953551126119446
100,0000001830,BE,51095917,1991357634,,,,Vasseur Berthelot SA,KBQAGBYOG3F,GB13GFSU36613577642412
100,0000000119,JP,72836494,2846710995,,,,Poulain,AGKRDELA,GB12OCIQ44481431766017
100,0000001463,KR,18777102,0621944815,,,,橋本銀行合同会社,NMAZDE87,DE29599797549608843504
100,0000000730,CN,45414703,0335389251,,,,Robert   ,OTANGBTY,GB59NFZI01517503561569
100,0000001890,IN,21167788,0402384600,,,,鈴木鉱業株式会社,ZHHMGBLSZNV,GB47YNOU92654749080030
100,0000001120,CN,44943334,6555352355,,,,Wilmsen Nette AG,GNARGBL6T51,GB90TASA82143796725688
100,0000000935,IT,86236006,8155124681,,,,有限会社鈴木情報   ,VROUGBS3,GB20KOZJ30321594011396
100,0000000129,ES,96605136,7234127796,,,,Ahmed Ltd,RNVDDESJ3AR,GB83JBCU55585893706016
100,0000001879,ES,68081540,7555312105,,,,Henk,BAQIGBLZFRC,GB83UJDB63389697184666
100,0000001640,BE,48764005,4644322031,,,,Gerlach AG   ,VADQDEDPGFF,GB60ZBUB27566983522021
100,0000001902,KR,06454782,5020849981,,,,Martin AG,UHMWGBANY3G,GB53HGTQ05722947367537
100,0000001324,IT,98158182,5265622384,,,,Lagarde,NWAUGB8C,GB89SYWT39054400717983
100,0000000819,SE,28693233,7573155679,,,,Scheuermann GmbH & Co. KG,RLQQFRUFH9V,GB11RNHF81141927444707
100,0000000669,BR,58493682,7013590917,,,,Bonbach Dussen van Stiftung & Co. KGaA,XQZVGB490JG,GB30VLFG75253244832608
100,0000000721,IN,21864299,7974342577,,,,"Long, Long and Burns",RQBDGBDXPOZ,FR4913308297646109277179692
100,0000000108,ES,02956801,0256174928,,,,有限会社坂本印刷   ,FFGPDEB8YXA,GB67HTRB61131442287105
100,0000001529,FR,85946255,6687208604,,,,Zahn AG & Co. KG,VBZGGBCL,GB94FQQD45412261359654
100,0000001416,KR,10655984,8050172591,,,,山下銀行有限会社,DSXBDEN4,DE49398593689593029460
100,0000001763,ES,98182502,4788456937,,,,Parent Guillou S.A.S.,LCPAGBQI,GB45LRQO67407536297721
100,0000001581,AT,63297772,8645334850,,,,da Rosa,DRMRFRUI,GB56PPST50670846341474
100,0000000263,PL,69729515,5100932395,,,,Bachmann AG,VTMVGBLG,GB21DBBK10358853531806
100,0000001330,SE,37320930,8272525280,,,,Schmiedecke Ernst KG   ,JWVNGBPS5GG,GB64MFBV76331257904568
100,0000000038,JP,68903987,4501707868,,,,松田印刷合同会社   ,CTEFFRLE,GB33AONT98454923606207
100,0000001305,DE,18519692,0913184929,,,,有限会社佐藤情報   ,XYHBGBCE,GB23IGHC98493928896066
100,0000000351,US,77918974,4878539078,,,,Pimenta,RCDLGBPM732,GB43EOBW32685366594301
100,0000000048,MX,54580712,3009107974,,,,Williamson and Sons,DALFGBLHMKJ,GB18LTRQ83138330660193
100,0000000014,AU,61592860,7875268856,,,,Pierre,FTXRGBW8KKE,GB40QVLW64955203325509
100,0000001353,AU,84731608,6687117287,,,,"Huffman, Friedman and Zimmerman",WEQVGB6Y,GB58QCQI42733367095236
100,0000001007,CA,60524157,0249143089,,,,"James, Humphreys and Jones",CHUFDEFFMIL,GB39SOCJ39335236027426
100,0000000397,SE,19523522,0821070582,,,,Geisler Mangold GmbH & Co. KG,ZEEGDE9Q84M,GB64LJYI92097494350629
100,0000000863,ES,07719201,3835900922,,,,合同会社井上通信   ,AKNTFRNIL2Q,GB02VQXX03748394217984
100,0000000363,FR,55758195,1636784584,,,,Bruneau Lévy S.A.,KVMIGB2L,GB87CQAO31285557653963
100,0000001376,MX,29836604,5416869894,,,,中村建設株式会社,VSGWFRBU,GB92FLPK27997753817014
100,0000001834,BR,40798672,9950848034,,,,da Costa,DZWNGB386HI,GB77ORKF56632416744965
100,0000001544,AU,66457814,5758253323,,,,Thierry Henry S.A.R.L.,SOMOGB9GO0I,GB53WFSE65109428535272
100,0000000234,DE,42612077,5073829262,,,,Kallert Bauer GmbH & Co. KGaA,RQBWGBCL,GB91LWBK37350332647103
100,0000001519,CA,05022448,7975009990,,,,Clark-Cobb,QDIXGBPXXQP,FR1247377717339663074559874
100,0000001376,JP,49783222,4313106510,,,,Jones Group,ZGEJGBWKGOH,GB72FXOT65027268846001
100,0000000264,DE,60793036,1012172275,,,,Stevens-Benson,VIKCGBMOKUU,GB64TZSK28949934810207
100,0000001973,BR,38884457,4680806412,,,,Silva Lima S/A,NKJWGBLG,GB33RDER61181911216970
100,0000001971,IT,84276281,4434383229,,,,Killer,LZAWDE0I5VN,GB49ALQB08309580768720
100,0000001686,IT,49254292,3882741399,,,,Chartier,FYEMGBY6115,FR9883879872236961622380396
100,0000001572,CN,06061517,4177870965,,,,Schmidt,WNMODEQA0JR,GB56ACIJ62525362207365
100,0000000729,AT,37223768,5530796241,,,,Souza,TUOQFR9U,GB58JGAC56734306388517
100,0000001723,CA,48946363,9097544597,,,,"Smith, Norman and Wright",QYRRDEW1743,FR1690789717374845720186034
100,0000000224,GB,90912768,3882084456,,,,山本通信合同会社,KCAGGBGNTGS,GB86SGJD61265434100128
100,0000000102,IT,78568724,8213142713,,,,Adolph GmbH,SSAWGB63FQF,GB55XLGH99312873514597
100,0000000779,AU,19474661,7271085221,,,,Souza,SIGXDE3MD3G,GB57IASL15104812389403
100,0000001584,US,00607503,3055853832,,,,Scholtz   ,ECYWDE2S,GB02FUYN78995001290768
100,0000001013,CA,55734088,6225404667,,,,Hunt PLC,URFNGBVX,GB87TMGN64191888764387
100,0000001419,GB,09604304,4543199467,,,,Viana Sá - EI,WDDCGBWW,GB16FEZH29322123524336
100,0000001397,BE,30509839,1888298561,,,,合同会社佐々木印刷,YAKFFR0D1V6,FR3994348873039561901585939
100,0000000737,JP,30767582,0848449130,,,,Lefebvre,SWFOGB55KV3,GB76TOIU86048341429460
100,0000000415,BE,16981767,4457810525,,,,Langlois,EZPUFR8ESJI,DE08972859253091380674
100,0000000030,BE,26976494,2250395068,,,,Aparecida Vargas S.A.,VKKWGB9NTAD,DE72807399633896611778
100,0000000356,MX,56624373,3990542159,,,,Pierre   ,KJAKGBS4,DE43444474156373100966
100,0000001543,IN,35860045,4184457539,,,,"Saunders, Carroll and Taylor",FOSMGBXMGK8,GB25ESIA52774156919849
100,0000001883,FR,37674953,9401859904,,,,Cirino,GWLOGBTB,GB53NXFN74943727259448
100,0000001080,IT,00004938,2846728429,,,,Roy et Fils,JGYWDEOK0ML,GB95LJIC81437468680864
100,0000001292,AT,32563052,2919063790,,,,Contreras-Newton,UHNODE7DCVK,DE76752760285471985031
100,0000001905,GB,16986147,3278713935,,,,Tessier   ,PRPLGBI2DYW,FR3273684783319322533269591
100,0000001098,MX,06042028,6264392583,,,,Viana,FISYGB8YQMN,GB51MVVI11249234640990
100,0000001599,GB,81291660,7278178765,,,,Morin,PALMGB3RPMB,GB05NMPX28162453126158
100,0000001879,MX,44745913,4878519710,,,,Blondel S.A.R.L.   ,KJUKGB77HWW,DE25974358860177077012
100,0000001081,AU,32218166,1677126643,,,,Macedo,GXZVGB0S,DE93381692348022280026
100,0000000840,FR,44108793,2327191063,,,,Barlow Group,VYJAGBJA50R,DE25410738336545931680
100,0000001561,BR,14681892,9159173071,,,,Lucas,HPNJGB61,GB84IAMG01528144796715
100,0000000407,CA,51350454,6136498257,,,,Vasconcelos,YUGBDE8L7K7,GB32CDXO16574605085980
100,0000000062,CA,50044281,3183488297,,,,Ware Group,KPSRFR2X4S3,FR5046855610394340899000743
100,0000000190,IT,32386555,6582325745,,,,Geisler,YFZHGBVVTAS,GB25NWEH64231165606532
100,0000001887,PL,70630211,0965005858,,,,山口ガス合同会社,AFKIGBV3M2C,GB82OPQA21310559978338
100,0000000795,CN,92857527,8378546819,,,,Austermühle,OBAHGBT2,DE45348600413029997138
100,0000001959,BR,81862258,2618319731,,,,Casa Grande S.A.   ,SWUQDERZ4UG,DE51638826803888444728
100,0000000429,GB,72445147,6288194974,,,,"Allen, Yates and Richards",IJGZFRSU7IK,DE12725404738344163972
100,0000000798,IT,59849528,3093682240,,,,"Johnson, Harvey and Franklin",XYSYGBYNNQW,GB22QJPS58214902159565
100,0000000489,US,03545652,8207896696,,,,"Johnson, Kennedy and Holland",WKOVFRB9,DE52470101931952513868
100,0000000240,AT,58455804,8292409408,,,,Green-Lawrence,UJOTGBXYP79,GB75OSKL43945652980721
100,0000000715,US,41571449,0932906132,,,,"Allen, Knight and Barry",GOVSDET3GTU,GB39VGJF46051826454178
100,0000000722,FR,27727131,9714869666,,,,Colin S.A.,IGRIGB53I83,GB12LGJN73549817626081
100,0000001514,GB,96469371,7765717574,,,,Carre   ,BCKKGB71L7R,GB47TFRF97559713913078
100,0000001287,CH,62424811,4973295500,,,,Dussen van e.G.,WIPTGBDLYCJ,FR0780736714575811904593244
100,0000000427,IN,83694068,3197784325,,,,Nunes - ME,GWDIGBYQ,GB66SWTF69417632698524
100,0000000302,US,23513889,5233891408,,,,Santos-Martinez,IHODGBVI,GB33TLBQ97672022849256
100,0000000070,US,56419123,3149870593,,,,White Inc,TOXLGBCLEZF,GB51VSRM91320473779671
100,0000001476,MX,19493538,3836098429,,,,Delaunay Moreno S.A.R.L.   ,EKROFRYD9XF,GB83JYXU29658411270142
100,0000000616,IN,86194885,5585898900,,,,Tröst Stiftung & Co. KG,RSJEFREZLW5,GB70PDYH16210503218708
100,0000001429,ES,58135979,2691566440,,,,Säuberlich,ZANCGBZ9,GB93MUOR75785891694722
100,0000001719,IN,96542489,5944236478,,,,Dupuy,XGCSFRP3,GB35FAUU28847844174849
100,0000000851,IN,07039699,1527061852,,,,Brunet,EKFFDEKZW9Q,GB84SBOO09557579661549
100,0000000418,CA,41326824,5683587342,,,,株式会社佐藤電気,XSGEGB6DYZS,DE05245984500118372167
100,0000000323,CH,06082248,3722301022,,,,Parker and Sons,GPQAGB7X,GB56OVMI25053710474956
100,0000001665,AT,25119700,0588346317,,,,Fields Group,BVUDGBK0CPI,GB34ZLOR10059064652294
100,0000001830,BE,68626325,3060470166,,,,Lombard Perez S.A.S.,ONUNDEDROOK,GB41QXLL40782238217573
100,0000001966,BE,67528888,6319605863,,,,Sager OHG mbH,RJSGGBMB1P6,GB08MRAK60781787017602
100,0000000470,KR,15868743,7249897574,,,,佐藤保険合同会社,KXLLFRMFAAU,GB15PIRK09858527584034
100,0000000917,JP,58606636,0209828321,,,,Prévost,KYKHGBDT,GB04YZWM99166412504548
100,0000001235,US,11572140,7042252252,,,,Dunn-Peacock,CWNLGBGA,GB14QHLQ49376328533752
100,0000001511,KR,37493332,7420991408,,,,Wagner Colas SARL   ,NYZRGBO63T8,GB86KIJF13176024685150
100,0000000872,CH,75212425,7755326521,,,,Anderson-Martinez,YDGZGBRE,GB73QCNK71582163388448
100,0000001918,GB,92295692,8248289479,,,,Lesage   ,MCFBGBQI,GB68LMBU11544793458735
100,0000000806,BR,15941534,4209457439,,,,Eigenwillig Reinhardt AG & Co. OHG   ,HSXNDEJT67N,GB28PIWG35504641056211
100,0000000151,IT,35117471,8563199043,,,,Pastor e Filhos   ,GPOIFRV0,GB26VEKE00221576564066
100,0000000143,CN,11744506,3777782564,,,,Borges,UFNGGBQS,GB96MGGQ75944199565308
100,0000000737,FR,48393541,8186674722,,,,Dobes Tintzmann GmbH,RSSRDEERQ72,DE21519522440993454766
100,0000000463,CN,09359055,2033856320,,,,Hayward-Rogers,SJAEGB0LQ1A,DE45991501417996110380
100,0000000675,MX,37167320,3278788016,,,,中村通信株式会社   ,QQRRDESE,GB72HNFU58895087072680
100,0000000490,ES,79653798,3049830293,,,,Wieloch,ZPYJGBFXJJ3,GB55MUQX69793201956898
100,0000000798,CA,57922504,7994118257,,,,Vidal,CCMPGBYI,GB05STKW62033381816632
100,0000000600,IN,98758120,2450875552,,,,Wirth KG,BVIVGBCTQ3J,GB63CZKI78319138889922
100,0000000301,PL,07620825,9490386767,,,,Wagner Mohaupt GbR,EYRLDEHG,FR8860583706952023614618093
100,0000000445,NL,55743577,3067083336,,,,Gonçalves,EKQQGB15VBX,DE27034440708722111255
100,0000001717,BE,07975816,4321729238,,,,Ward Group,DTCIGBLMM04,GB55TEBG26428336855709
100,0000000072,CH,82721145,2050510723,,,,Adam,FELNGBCWIOI,GB75MTUP56945187561947
100,0000001287,AU,72571644,3141117703,,,,Ramos Group   ,RLUVDETC,GB13DZLJ35074468823431
100,0000001483,BR,72485286,0150847790,,,,Campos Castro S.A.,OAFPGBW7PYG,GB13SDTX00434620554710
100,0000000541,NL,43690550,2389094089,,,,株式会社橋本食品,RIDEGB1IOSG,GB81VHLW64328548095834
100,0000001046,MX,73075389,2508178129,,,,Souza   ,XSYCFRBX,GB72GHNR14733321925806
100,0000001291,KR,76825268,0927519240,,,,Hoffmann Heydrich Stiftung & Co. KGaA,KKPUGBS903J,GB23TOUW36764757940367
100,0000001940,CA,38593828,2088794819,,,,"Marshall, Jones and Jennings",XDHAGBUHG59,GB02WUWK65651041266738
100,0000000633,IN,03400769,4291081227,,,,"Price, Nelson and McKenzie",GEXQGB8Y,GB55HBCG98584955195629
100,0000000349,CH,25792728,9739485613,,,,井上運輸合同会社,OSQXGBFZ,DE36492546297302417017
100,0000000920,KR,83117067,3128846024,,,,Carvalho Novais - EI   ,ITNSGBI847D,FR3041982774615373362796989
100,0000001520,CN,07028549,9287828789,,,,Hobbs-Hilton,SVNIDEPS7X6,GB87IQLN40797147080210
100,0000000092,US,98212170,4936903799,,,,合同会社高橋保険,YHIJFRPX,GB32XRSS02635626898874
100,0000001723,BR,06029304,0605292500,,,,Wolf-Clark,NZNDDEFL,DE23885454396711844202
100,0000000477,MX,80624385,5533184763,,,,Douglas-Larsen,CFVQGBK1,FR4033307949726924962757038
100,0000001788,CN,00964039,1379774220,,,,Mills PLC,ONRXGBEW,GB87TSPQ27814929808269
100,0000001182,SE,53206071,1174593474,,,,Chauvin SARL,IQBRGB9MFW7,GB24QNBE02166243307362
100,0000000291,IT,09927595,6365044947,,,,"Hughes, Mitchell and Ward",TBVHDE0D,GB80NMIY92380990906633
100,0000001038,MX,59552177,7690323133,,,,"Adams, Krause and Keller",FLZOGBEH,FR2635250925943737554078255
100,0000000632,AU,35425319,5720673024,,,,Taylor Inc,SECXGB8O,GB64YRXA99639923334710
100,0000001265,NL,61412776,0321036641,,,,Sampaio,HYPCDEQE7QS,GB85TPBW88663881532851
100,0000000628,BE,51632566,4386905234,,,,西村銀行合同会社,BDXKGB9V,GB63ONHB27634428580868
100,0000000150,US,57512721,4084847492,,,,Peukert,TOZVGBK4,GB36EQHZ38443786137704
100,0000000340,IT,43849424,7224363439,,,,Turnbull Group,NXPEGBP2,GB19JLBD03797912513552
100,0000000996,CH,97388399,1467829861,,,,Machado S.A.,DRNAGBW7,DE40911377185174146375
100,0000001575,MX,78229742,6759888234,,,,Fischer   ,MYGYFRZB,GB09VGZL51640448313358
100,0000000911,JP,91600577,0526392173,,,,Marquez and Sons,GWTVGB4SN49,GB91DFLE18981837347815
100,0000000040,NL,46362386,3248024415,,,,Novais   ,BRXZFRE0T44,GB65TCSV11444223570480
100,0000001994,IT,35536085,7956732121,,,,Pimenta,HZLZDEL88MX,GB93KLPQ26444344489539
100,0000000726,IN,66314405,0295232711,,,,Lacombe Boulanger et Fils,JZCAFRUADFU,GB72WLTL35158805747882
