MANDT,LIFNR,BANKS,BANKL,BANKN,BKONT,BVTYP,XEZER,BANKA,PROVZ,STRAS,ORT01,SWIFT,IBAN,KOINH,KOVON,KOBIS
100,0000001038,ES,14694359,2111116998,,,,"Wallis, Jenkins and Thompson   ",,"868, rue Agathe Briand",Robertsberg,NBJMGBDFN67,DE15593920985666822262,Reece Dixon,,
100,0000000077,ES,59492162,7497015815,,,,Mason-Mann,,397 山本 Street,GuibertBourg,BPBGGBVM,FR8418564798330382460844222,Angel Williams,,
100,0000000350,CH,00997333,8399859063,,,,"Moran, Jackson and Foster   ",,Rosemannstr. 62-75,Ireneberg,NXCMGBWRJDP,DE11230132398902859063,Trude Carsten,,
100,0000001929,CA,88585749,2713840432,,,,Ribeiro das Neves S.A.,,789 伊藤 Street,Figueroachester   ,BSWDGBQT,GB60DIPF27291520500430,,,
100,0000001132,MX,97484359,6299361831,,,,山口ガス合同会社,,"902, avenue Aimé Richard   ",Moers,JCCWGBQ4,GB70JUZJ34674071632560,,,
100,0000001871,GB,25163964,3878203494,,,,Alves,,Mirjana-Gertz-Weg 4428,Arnstadt,DHAVDE4M,DE46849189434082100095,,,
100,0000001845,CA,97165932,3760201185,,,,Dehmel KG   ,,"92, rue Boulay   ",Heatherport   ,MVZNGB1P,GB63RJQP94462068366010,Tammy Thompson,,
100,0000000600,BE,65085642,1107672380,,,,Etzold,,"1, rue Perrot",Pastor,GWKEGBA6,GB49AAGT59937781717435,Traudel Rosemann B.A.,,
100,0000000892,IT,97579998,0973465275,,,,佐藤銀行合同会社,,Iris-Heidrich-Straße 0,East Erin,GMBODE5J2WF,FR9200588291671687201804411,中島 稔,,
100,0000000151,CA,26030293,2586091658,,,,Pärtzelt,,575 鈴木 Street,台東区   ,NWJBGBAQ,GB06BJRZ33032774636268,,,
100,0000000218,US,81735112,5033260670,,,,Mendes Cassiano Ltda.,,"1, chemin de Perrier",Dresden,ZQOJGBJTFUA,GB87HPPZ29202057081940,,,
100,0000000828,FR,10736656,1299574128,,,,auch Schlauchin GmbH,,"Travessa Sousa, 900",Evrard,BLPWDEDWKQ0,GB32NMKQ21516427921148,,,
100,0000000065,SE,44178080,6227935491,,,,"Black, Warren and Turner   ",,71069 Jonathan Mill Suite 155,豊島区,KIETGBMN,GB92ETRN71616901965634,,,
100,0000001743,FR,74667283,6025476620,,,,Giraud,,Röhrdanzplatz 9/2,New Tracey,LRXHDEVF,DE73130525764431835795,,,
100,0000001002,DE,44541586,2191654769,,,,Fonseca,,299 伊藤 Street,Bethanton   ,UCMAGBANOVJ,FR9682946924176697266107424,,,
100,0000000074,CH,50720285,0669893260,,,,Valentin,,"Parque de Pastor, 8   ",East Cheryltown,STZPGB5W,GB40LVBW89655269426491,,,
100,0000000168,IT,36890784,4803682210,,,,Monteiro Ltda.,,"Rodovia Manuela Câmara, 68   ",Sousa   ,AZGNGBRTH1P,GB42PDTU60036239444241,Ana Guerra,,
100,0000001101,IT,94653700,3101888920,,,,"Johnson, Peacock and Rogers",,2 Hughes Forest,Kristinburgh   ,RHCTFRS9,DE20336749839022849216,,,
100,0000000902,AT,27819492,0473772210,,,,Bailly,,857 Christy Bridge,Pastor,UKZDDETH,GB05IQCG06577370435944,,,
100,0000000569,SE,11937422,6229429504,,,,中島通信有限会社   ,,Tatiana-Stolze-Straße 5,East Tiffanyberg,IKDMGBB2,GB88CJLZ83833332879385,Austin Gregory,,
100,0000001326,IT,35833808,0656317534,,,,Roy   ,,770 Mcfarland Mews   ,Alexandraborough,ANTQGBPC,GB72UBHI43378656289191,Dra. Luna Sales,,
100,0000000435,ES,93453517,0664129009,,,,Hänel,,335 Powell Prairie,Rezende dos Dourados,PVLIGB6K,DE39658227644714000553,,,
100,0000000845,US,94733416,0731626319,,,,有限会社福田農林,,Gesche-Neureuther-Allee 45/82   ,Port Jonathan,AUHYGB1V,GB61IGGY56481885366775,,,
100,0000000790,BE,31089731,1521882336,,,,Hebert-Horton,,"Largo Gomes, 26   ",Cavalcanti Alegre,ZVFOGBX1,FR2399519722343297959868906,Olivia Pacheco,,
100,0000001175,FR,46186479,5048210983,,,,"Kim, Carr and Smith   ",,"Vila Maria Isis da Paz, 297   ",Suzanneville   ,XHMVFRIYG64,GB59QNIB15783061692681,佐藤 舞,,
100,0000001457,NL,03220468,9352761095,,,,Marchand SARL,,"99, avenue de Sauvage",De Oliveiranec,KFPHDE8L,GB66PQFO17249408247070,,,
100,0000001996,US,91381007,3280242390,,,,Castro,,454 Khan Junctions,Cardoso Alegre,MOYZGB4G4UT,GB86VPGH01478929116104,渡辺 晃,,
100,0000000681,GB,81139118,1966865199,,,,"Leon, Smith and Knox",,Miesallee 407   ,Moreau-la-Forêt,QEGXGBQZ,GB76CSLV11449640565118,Nikolas Oderwald-Wilms,,
100,0000000765,PL,39539234,5286227267,,,,Bourdon S.A.,,Gotthardstr. 23,富津市,XODHDEZC,FR4214321810097188931934072,福田 加奈,,
100,0000001684,AT,97043300,5077169879,,,,"Williams, Gomez and Scott",,110 小川 Street,Macdonaldfurt,NZHGGBYFLPO,GB66DMWU63867881597586,Bernardo da Costa,,
100,0000001521,SE,90810904,8236195921,,,,Siqueira Pastor S.A.,,740 山下 Street   ,香取市,CJTDGBQX53Z,DE28636692918430302084,Bento Camargo,,
100,0000000727,CH,06755828,4761660545,,,,Hettner Textor GbR,,236 後藤 Street,Frankbury,CIMNGBCP,GB18XLGQ76732098373783,Emmanuelle Leblanc Le Gautier,,
100,0000000556,IN,43143307,6942692522,,,,Vasconcelos Vasconcelos - ME   ,,301 佐々木 Street   ,Paulafort,QFXVDE3R,DE79310271690870304434,Irmtrud Fritsch,,
100,0000001146,AT,37755292,9433261289,,,,伊藤銀行株式会社   ,,"78, chemin de Mallet",大田区,AUQNDENO,DE07299726741787804290,,,
100,0000001533,KR,41843843,3995084643,,,,Gosselin,,"54, rue Lebon",Maillot-la-Forêt   ,FCKBDE6X0SE,GB60VECY63268845240479,,,
100,0000001334,AU,96956722,3909062373,,,,株式会社小林食品,,"655, rue de Gimenez   ",Hersbruck,FPWMGBIW,GB40QUXY51083151200086,,,
100,0000001719,DE,18953307,3792138730,,,,Lopez Leleu S.A.R.L.,,212 Roy Plains Apt. 019   ,Jeffreymouth,GYWIGBRI,GB21UUXR81846312622193,,,
100,0000000116,US,60827703,2086611810,,,,高橋電気有限会社   ,,418 石川 Street,South Derek,BHKJGBMK,FR2121295274050501978377211,Mary Stewart,,
100,0000000440,AT,98634181,5468271548,,,,斎藤建設合同会社,,"Praia Pedro Henrique Leão, 58",Waltonton   ,WONAGBK1Y0J,DE32270798095479807866,,,
100,0000001432,MX,93043700,8524041609,,,,Briand Couturier S.A.,,Alameda de Ferreira,Hettstedt,CCKLGB5J7LT,GB61ELGS79560338168741,,,
100,0000000449,PL,32952182,3532000379,,,,Cavalcanti,,363 田中 Street   ,Jennifermouth,BSSRFR3K5YG,GB74WNRO19535193500230,,,
100,0000000139,SE,93146737,6480719832,,,,Lima,,"Loteamento Evelyn Araújo, 68",da Rocha   ,RVIYGBXE,GB15RKDT60795030857654,,,
100,0000000110,FR,51862929,2847564232,,,,後藤ガス合同会社,,27 Bell Trace,三宅島三宅村,GVCLGBFFBU0,GB88INVA22004276595242,Marius Jüttner,,
100,0000000311,US,89695929,3932543666,,,,Oliveira,,"Trecho de Marques, 839",Dias,OQFVFRL1,DE22704759279357258660,佐藤 裕太,,
100,0000001818,FR,30258685,4967680456,,,,合同会社田中運輸,,"36, avenue Adrienne Lagarde",Rios,JAWBGBENQ3U,GB38MEEP18017443194944,Maria Helena Brito,,
100,0000000807,KR,46656540,8811400905,,,,"Shea, Freeman and Ford   ",,"4, avenue Caroline Techer",Rey,TNYNGBWGRRG,GB66VQEA55361722595060,,,
100,0000000851,JP,79159639,2282950207,,,,Borges S.A.,,363 山本 Street   ,我孫子市,VIFEDEF7NLL,FR2041482294984722509755167,Herr Nurettin Wilms,,
100,0000000556,NL,36699284,8234238410,,,,Alves - ME,,253 Stewart Extensions,Port Janet,CMGPGB549QB,GB27TDJQ09267298540392,,,
100,0000000346,SE,19622624,4265166881,,,,Bradshaw Inc,,"Studio 82L
Harriet Tunnel",Masonshire   ,MQQFGB6R,GB66YYES34436316040037,Louis Wagner,,
100,0000000147,CA,63383343,4906333609,,,,Tran PLC,,314 山田 Street,Vargas,UECOGBRW,GB98ATUJ00520535666514,Ayla Ferreira,,
100,0000001757,AT,85485721,0075865651,,,,Blanchet,,5 Parker Port,Skinnerchester,LNBCGBII5H8,GB79FPZK06872831181303,Nicholas Moss,,
100,0000000952,IT,53620258,1136688078,,,,Ribeiro - ME,,02568 Patton Groves,West Waltershire,ZKIXGBGGIED,GB64BZLY40123081461021,René Tessier,,
100,0000000446,AT,33746460,3243954531,,,,Robin Lefebvre S.A.,,"Studio 0
Lydia Avenue",Perezland,RCJSGBKSOGZ,GB88AJVF75470096743788,,,
100,0000000252,BE,59160827,5188281860,,,,Collin SARL,,"Viela Vinicius Pastor, 55",Câmara de Minas   ,JFMUGBLIFHX,FR2600529821037800993493162,John Jones,,
100,0000001315,CN,58457182,3957008841,,,,Bolton-Taylor,,Helmuth-Junken-Straße 7/6,Duval   ,DBORGB51,FR5883357499901433466186699,,,
100,0000001283,NL,18359864,2498210315,,,,Wesack Naser GmbH   ,,"98, boulevard Alexandria Blanc",Aubry   ,DRUIGB3VLMH,GB74ZJKX90100044072491,Dr. Anke Textor,,
100,0000001247,BR,66852303,6086662762,,,,"Fitzgerald, Woodward and Rowe",,30 Georgia Centers   ,Elliottbury,WBLXGBIY,GB98UXBU45801180619327,Miss Lynne Ryan,,
100,0000000488,BE,49572892,5295393795,,,,株式会社松本運輸,,"36, rue Guérin",Rodrigues da Serra,SAPAFR16,GB52WRWI56621180108340,Justin Levine,,
100,0000001662,ES,64132471,6963756754,,,,Hübel KG,,"53, rue Mace",Port Garrettfort   ,VASGGBTKTWR,GB42DNZN47620664562052,Lucy Jones-Thomas,,
100,0000000522,DE,72641138,6766773653,,,,Marin Dupont SA,,"Studio 56J
Rosemary Mountain",Port Maryburgh,IHBFGBEL,GB18WCPD47657311585370,,,
100,0000001656,SE,89240263,3258736988,,,,Cavalcanti Andrade - ME,,604 木村 Street,New Jacob   ,GXAIDEFH,GB57SIDK05152403285462,,,
100,0000000769,BR,08553192,9605060499,,,,有限会社佐藤保険,,Pohlring 66-73,Torresview   ,WLKFFR6V,GB11QLST14576180990128,,,
100,0000001589,BR,67376663,7167167732,,,,Rohleder Drub GmbH & Co. KG,,Konstantin-Stoll-Allee 9/8,Wittstock,FGKAFR24,GB09MCHC47349497633001,,,
100,0000000016,AU,19728973,6563323642,,,,Miller-Martinez   ,,4782 Robertson Estates Suite 332,Cousinnec,CFSPGBD6UK6,GB39OLGA04924951733168,,,
100,0000001259,AU,48709722,2105797822,,,,Barros Ltda.,,"Studio 8
Matthew Mission",Marques das Pedras,AVUTFRANPPE,GB89LEIE70212779031408,,,
100,0000001245,NL,94400763,0728172596,,,,"Juarez, Bailey and Rhodes",,25184 Brooks Mall Apt. 384   ,da Mota,NDJUGB727RJ,GB09EOOD40481179359931,,,
100,0000000077,CN,58204579,8531068337,,,,Benthin KGaA   ,,223 山本 Street   ,Lefebvre,RLEVGBDTJJW,DE72465931200549415915,Mitchell Williams,,
100,0000001517,GB,96980484,2639982669,,,,"Field, Cooper and Quinn",,"842, rue Charrier",North Wayne,CURUFRC5J2Y,GB92TCSS51215073738972,,,
100,0000001923,PL,30014040,4175465597,,,,Brown-Smith,,"Área de Gomes, 4   ",Eisenberg,QZBVFROC,GB76AQFS29373660470020,,,
100,0000000004,MX,83733954,9493952216,,,,有限会社村上運輸,,372 斎藤 Street   ,Lesleyton,ABWBGBS3,GB79XHQL63433476208881,,,
100,0000000258,BR,93695848,8743799899,,,,Pastor Rios Ltda.,,816 鈴木 Street   ,Verdier,RCEAGBIF448,GB54IONZ76295418406139,,,
100,0000001952,DE,87527141,1641104240,,,,Fabre Lacroix SARL,,"Vale de Cunha, 30",Hettstedt   ,TTJAGBD1,FR2593155386962286635379309,Théo Mendes,,
100,0000001000,SE,80714391,5248372279,,,,林食品有限会社,,"676, avenue Margaux Ruiz   ",川崎市宮前区,STSHFR4A,GB81SATP15314497528721,,,
100,0000000208,KR,95055403,6214211033,,,,Turner and Sons   ,,808 Reilly Circle Suite 588   ,Genthin,GAJRGBXR,GB47OKKG73614041514917,Élodie de la Robin,,
100,0000001098,BE,75362326,7088570688,,,,中村銀行有限会社,,"22, chemin Guillaume   ",香取郡東庄町,ZAOGGB7B,GB68ZRWS45762941129266,,,
100,0000000608,BE,11525591,3592047547,,,,Kelly Group,,675 山本 Street,JoubertVille,KXHDGB98,GB55IOFX61004136475227,,,
100,0000001997,DE,39640568,5974931503,,,,Hornig,,"Vila Melo, 46",PerrierVille,QITSGB66,FR4610472860099800863635603,,,
100,0000001197,AU,55052512,3697492698,,,,Fischer,,"Flat 8
Jemma Hill",Rodrigues   ,NYQSGBLEZZ6,GB82RJSD30405955713350,,,
100,0000000575,IT,39447296,2392257548,,,,Brito   ,,"Residencial de Pimenta, 61",Ramos,TBWBGBHUM2R,GB84OJTA03545479992829,,,
100,0000001051,IT,52732655,2333637755,,,,合同会社林情報,,"Núcleo das Neves, 49   ",Armstrongmouth   ,BIYTFRKD,DE76639543976906816638,Billy Bennett-Jones,,
100,0000001502,MX,13153196,2163248494,,,,Ernst Hübel KG,,587 伊藤 Street,Eisenach,VNJEFRNW8T0,FR3383069048682978584176914,Paulo da Cruz,,
100,0000000282,KR,47490082,8706060293,,,,Robinson-Dawson,,Reinhardtgasse 5-4,横浜市神奈川区,NYXDGBV8,GB36FUZL53069829931466,,,
100,0000000497,KR,61983924,9527833660,,,,Mielcarek,,646 Hamilton Point,Bessonboeuf,MJRHGBIK98Q,GB23GWIE08221707186253,Lori Morris,,
100,0000000199,IT,08745120,3733255932,,,,Loiseau et Fils,,300 Charles Pines Apt. 574,夷隅郡大多喜町,NEGIGBMIP2L,GB58JDHS56996260200677,Daniel Williams,,
100,0000000481,IT,70440403,3708577718,,,,Hänel AG & Co. KG,,8 Murray Squares   ,Rolland,CGYCGBXXHJ5,DE79009344118666078064,,,
100,0000001389,CN,60335891,4667100844,,,,Pacheco,,39742 Henson Forges,Sainte Bernard,HVEUGBAD,DE97622798484794750307,,,
100,0000001014,AU,97460580,3503233465,,,,Melo   ,,98387 Kane Club Apt. 035,Siegen,SVTCDEH7419,GB41YRUJ20728915240040,,,
100,0000000460,KR,24017307,5481172357,,,,株式会社吉田情報   ,,"Flat 1
Henderson Lock   ",Valette   ,XENPFRIW,FR1502620646017704788185546,Stéphane Gautier,,
100,0000001146,BE,57090575,3764483761,,,,Seifert Stiftung & Co. KG,,"170, chemin Marc Giraud   ",Dinslaken,JYVJGB67,GB71GLGM05491690612930,,,
100,0000000190,FR,09844414,0244997875,,,,村上食品有限会社,,"2, avenue de De Sousa   ",長生郡一宮町,XSFGGBOXC53,FR7167501778520022983233743,渡辺 洋介,,
100,0000001377,AU,97425470,2290944048,,,,Keudel Hölzenbecher GbR   ,,"Studio 3
Owen Street",South Rachaelport   ,WUSLGBEO,DE11827248737753684356,Jennifer Kelley,,
100,0000001062,BR,10553860,5850145736,,,,Köster Butte GmbH & Co. KG,,708 Janice Drive   ,Günzburg   ,WBIAGBEP,GB06OKOC07342864694708,Annika Heinrich,,
100,0000000808,DE,99504662,3690774666,,,,合同会社木村電気,,"Pátio de Costa, 82   ",江東区,SHBCGBJ72XA,FR2563396892468633213683344,Alex Bates,,
100,0000001081,ES,79531395,4873036131,,,,Godard Laroche SA,,"Lagoa de Jesus, 92   ",Moreira   ,YIUIGB60PNY,GB97NSTP25687869299785,Chelsea Turner,,
100,0000001425,KR,95516852,6536522438,,,,Ferreira,,"75, avenue de Foucher",Freitas das Pedras,CCNJGBEW,DE34097837099070280305,,,
100,0000001495,ES,28546831,4571193768,,,,有限会社藤原食品,,Guteplatz 607,Sousa de Teixeira,TROYGBBU,FR8216075758994592911622115,,,
100,0000000611,CN,36032620,1851208982,,,,Schneider   ,,6917 King Ranch,Kusel,EDPFGB65,DE75942465701009080204,Mitchell Watkins,,
100,0000001517,NL,31193076,5716107311,,,,Cooper-Graham   ,,Röhrdanzstraße 13-78,Riesa,HFOOFRIJ,GB29WWYD94960233660946,Élise Bonneau,,
100,0000001513,AU,97112700,9749238865,,,,"Williamson, Gregory and Bates   ",,11506 Barron Row Apt. 317,調布市,OTWQFRGH,GB42MBRI51683921926714,小林 加奈,,
100,0000000122,JP,58358009,7160297610,,,,Gumprich Jacob KG   ,,"12, rue de Leroy",Garcia,ZKMZDEB5,DE28908708792909529006,,,
100,0000000918,IT,04982154,2967893327,,,,Michel,,048 前田 Street,Meiningen   ,KBESGB6N,GB68AWQF56194354538604,,,
100,0000001975,SE,38895279,0810584075,,,,Porto   ,,482 田中 Street,Port Lyndafurt   ,FZYUDE18F9I,FR7424965306533866608355782,Alisha Lynch,,
100,0000000554,GB,13055256,7617812848,,,,Deschamps S.A.,,"56, boulevard de Neveu   ",Gera,ESNUGBJMGKU,GB28SQSW96639535566427,Sherry Bean,,
100,0000001151,DE,29284671,2944611185,,,,Nicolas Colin SA,,0730 Harmon Lodge,Santos Paulista,HFIIFRYU,GB15XKRI27737565792370,,,
100,0000000617,GB,31535740,5494016549,,,,Müller GmbH & Co. OHG,,"Flat 8
Taylor Centers   ",横浜市青葉区   ,YDHYDE6VNOY,GB75PAEX63919924702053,Charlotte Drubin,,
100,0000000683,FR,16291345,7477509048,,,,合同会社木村食品   ,,5059 Amanda Mission Suite 773,Mandyshire,LLCHGBPM,GB34TZKD82017740712174,,,
100,0000001317,ES,24843199,4688701192,,,,Butler LLC   ,,036 Lopez Mission,Dias do Oeste,KFYCGB6G4CP,GB07FKKJ00322662469781,Univ.Prof. Krista Säuberlich,,
100,0000000529,BR,36593068,1140571204,,,,有限会社岡田運輸,,"Morro Carlos Eduardo Ramos, 148",四街道市,ZVXBGB19IE0,FR4956719250287093226423254,Andrea Albers,,
100,0000000209,KR,08795283,6752363156,,,,Dupuis Faivre SARL,,6190 Brandon Forges Apt. 163,Holzminden,HWKPDEY7SZE,GB64NFBW34383900913603,Ernst Beckmann B.Sc.,,
100,0000000337,US,34481127,5250394244,,,,Textor,,"Studio 2
Carl Trace",Legrand-sur-Mer,ZEUSDEQ7GMF,GB97FKPG85360615458208,John Adkins,,
100,0000000001,MX,59490752,7652864949,,,,Roberts Inc,,"Colônia de da Rocha, 624   ",Correia do Sul,CKEDFRQ0P7I,GB90GBVO62191276408064,,,
100,0000000559,BE,37854263,0997252215,,,,合同会社阿部農林,,"92, avenue de Lebrun",BarbierVille   ,QJIBGBKN,DE62346166653243650052,井上 知実,,
100,0000001541,ES,24117946,2174198994,,,,Ledoux et Fils,,"576, avenue de Rodrigues",Kelseyview,FTPMGBSY,DE84584923130298783069,,,
100,0000000367,AU,81581854,4450976616,,,,Salmon Normand et Fils,,Paola-Stey-Weg 89/28   ,Oliviamouth,BFQWGBON,FR8397152391946099644205083,Samuel Perkins-Green,,
100,0000001354,BE,58053739,4723866284,,,,"Holmes, Robson and James",,"838, rue Royer",Gainesside,WVCOGBB9,GB74FBRC64948089424022,Mr Martyn Harris,,
100,0000000274,MX,29476144,6540828130,,,,Jenkins PLC   ,,"2, chemin Grégoire Garcia",Port Brandy   ,OHHPFR1A,FR6425274345053967604786693,,,
100,0000001340,BR,77299294,9929359832,,,,"Pham, Walker and Harrington   ",,30066 Kristine Stream Suite 322,Ritafort,RTZNGBLPP73,GB23TBNV81562195346532,Daniela Castro,,
100,0000001014,BE,52193768,2325033849,,,,Waters Inc,,942 青木 Street,West Jamesstad,WWRPDEV2TFH,GB83AKVJ53777001282650,,,
100,0000000498,GB,68269713,3971814829,,,,有限会社藤田鉱業   ,,15514 Cooley Gardens Suite 776,West Rosie,JGAODE0D5UA,GB03LXXO94284719867991,池田 英樹,,
100,0000001501,AU,89730515,8804912157,,,,株式会社小川ガス,,21 Gibson Tunnel,新島村,ROGKDEW3,DE17541707803861712076,伊藤 聡太郎,,
100,0000000908,CH,73055936,8306533370,,,,"Lee, Greer and Thomas",,"77, rue Lemoine   ",Phillipburgh,TMEUGBQ2WPX,GB37ECVG94631676127029,Laurence Duval,,
100,0000001484,CN,77300626,0224058352,,,,近藤銀行株式会社,,7926 Mullins Stream   ,葛飾区,AZNVGBAFRQ9,DE23599795965644759532,Dr Iain Miah,,
100,0000000790,SE,46878263,4473517984,,,,Trommler Christoph Stiftung & Co. KG,,"Distrito Martins, 82   ",長生郡長南町,DYDBFROAKDD,GB94PPBN04584592324950,Wendy Willis,,
100,0000001421,ES,05577538,4881488875,,,,Newton and Sons,,224 小林 Street,New Shannon,YOHUGBAG,DE85683792594976873090,,,
100,0000000243,DE,36341780,2780806290,,,,村上農林合同会社,,Oda-Trupp-Platz 8334,Rocha,WDSKFRKN5F8,GB54GGBI26093221287141,Barbara Wilson,,
100,0000001017,KR,82748756,4907522861,,,,清水通信合同会社,,"6, chemin Da Silva   ",FleuryVille,JVDOFREC8NX,FR7840261734403112153595874,,,
100,0000000171,NL,18298566,9150926710,,,,Rohleder Ziegert GmbH   ,,225 藤井 Street   ,South Shannonland,QJIGGB7P,FR1723733175489519641152263,,,
100,0000001673,NL,71385057,2853985675,,,,Picard SARL,,"Praça Costela, 47",Marytown,JOPGGB8KM77,FR9301935253995633960914233,,,
100,0000000519,CN,23621591,6962081135,,,,Merle SA,,"Flat 1
Karl Place",ChauvetBourg   ,OFZHGBFCO9V,DE80325031057839560715,,,
100,0000001675,CH,34086381,6508073545,,,,Grégoire SA,,27469 Buchanan Pines Apt. 212,East Lucy   ,YAUADEPO,GB20BTBQ27347822004380,中島 太一,,
100,0000001817,PL,88969112,1417103820,,,,中川農林有限会社,,"19, boulevard de Letellier",Neilburgh,MOXCGB5E,GB88MECK92458767695835,,,
100,0000001632,CN,04696571,7014577344,,,,Steuer Adolph GmbH & Co. OHG,,Magnus-Mies-Platz 8/1,東村山市,XJRKDET9,GB14SESH79463587996795,Maria Liz Caldeira,,
100,0000000514,DE,19411761,6727311036,,,,Jones and Sons,,Dierk-Jäkel-Gasse 25-23,Lake Williamborough,AOHBFRNB9SL,FR9045660864588358882877003,Cengiz Hettner,,
100,0000000606,AT,92692420,0681031254,,,,Johnson Ltd,,Butteallee 4281,Novais Grande,YAHEGBJ9,GB35RPBX15763259740523,,,
100,0000000310,US,19653828,3938630726,,,,Barker-York,,149 高橋 Street,Glenton,MOXRGB1R,GB09GBNL21875496361594,,,
100,0000001956,AU,80879225,9845052796,,,,"Deleon, Singh and Fischer",,"Studio 95n
Mohamed Junction   ",Kamenz,UUYZGBLV,GB11XYWP09058546585415,,,
100,0000000891,FR,22941878,8488488984,,,,Duhamel,,108 松田 Street   ,Antoine,GYCKGBZP,GB76EGSS51416614336378,,,
100,0000000221,BR,87087369,5953416581,,,,Aubry Gilbert SA,,46 Gerald Fork   ,Mendonça,HPYEGBCBKCY,GB46ROLP21184422260406,,,
100,0000001392,BR,57626109,2750271939,,,,石川保険合同会社   ,,842 Lee Summit Apt. 524,Sainte Josette-la-Forêt   ,QUNBGB995G9,GB44CHGI99447391881530,,,
100,0000000983,JP,53642405,1258364193,,,,Viana,,662 福田 Street,East Harry,HXXNGB7H3KS,GB12SWCB21186373582306,,,
100,0000001774,IT,14505855,1797796956,,,,鈴木鉱業有限会社   ,,Albersallee 814   ,North Melissafurt,HLUVDEIJXV7,GB40ZHXR74206293158714,,,
100,0000001835,ES,05499718,6128227769,,,,Gomes S/A,,"Campo de Lima, 42",香取郡神崎町,NJSWDE4SL65,GB19HBAB25167294090042,John Vasquez,,
100,0000001260,DE,61657958,8241357316,,,,"Haynes, Hendricks and Lambert   ",,"53, rue de Perrot   ",Legrand,DUFYGB3WGHB,GB35WNEJ36261181046163,Isabel Nunes,,
100,0000000947,KR,65135919,1498499909,,,,Ramirez-Preston   ,,01580 Leon Meadows,Lake Amanda,WVFMGBZNA7Z,GB94NALF13953810896822,Srta. Maria Clara Lopes,,
100,0000001807,AU,58395165,6406095485,,,,Payet Étienne S.A.,,78321 Linda Trace,Mendonça   ,ZXCQGBCF,GB79VGAH29308944640037,井上 加奈,,
100,0000000564,BE,89302414,9170718506,,,,Jüttner Kostolzin e.V.,,758 松本 Street,Hewittton,IPHTDECUC81,DE31082161529132713797,,,
100,0000001507,GB,21686805,1934704508,,,,da Mota   ,,"3, rue Jacob",夷隅郡大多喜町,EGFJDEHWNNU,DE94887784190225989826,Zachary White,,
100,0000000011,CN,87011174,1812145571,,,,Clerc S.A.R.L.,,"Flat 8
White Dam",New Philipbury,AHSDDEZSNXM,FR2076381953824158992186676,,,
100,0000000113,GB,65339295,4165112186,,,,Cavalcanti,,Trecho Gabriela Dias   ,Harrisshire   ,QKPMGBER50F,FR9741690973285167524490797,,,
100,0000000514,IN,03375586,1965582887,,,,池田水産株式会社,,Krebsallee 17-71,国立市,AHRTGB390F9,GB66HBWE15005878112736,,,
100,0000000346,KR,22519699,5198493718,,,,鈴木通信株式会社,,Lago Pimenta,Saint Capucinenec,WQQJDELPB2S,GB65UJSK69091392000763,,,
100,0000001716,CH,84570630,8130849833,,,,Mcgrath LLC,,9195 Teresa Oval,Cavalcanti do Campo,KFIXFRYYG0X,DE27225292811590667484,,,
100,0000001285,BE,54443142,1362869111,,,,Nascimento,,Andersgasse 84,練馬区   ,SVPPGBNQHKY,GB88NDAW40304996231392,,,
100,0000001970,US,08752118,3910500424,,,,"Johns, Lynch and Strong",,"Largo Gonçalves, 68",Pritzwalk,TFWDGBVB,DE85340054163976386597,Frau Heiderose Döhn,,
100,0000001184,PL,86752036,4970434170,,,,Etzler KG,,5241 Brittany Pass Suite 783,Guyotnec,BJKZDEOE2SF,GB98WWPH17607077285615,,,
100,0000000061,FR,28280149,5588285512,,,,Machado,,54222 Lee Trafficway Suite 313,Whiteheadburgh,VYXVGB8Q,GB93UIVM91215065009001,,,
100,0000000675,FR,71213748,4728301691,,,,Dupuy,,Adolf-Johann-Ring 3/5,Lake Alex,QGHGDEIQ,GB39ZBMK98128251708336,,,
100,0000001378,FR,93769487,7459655498,,,,Miller-O'Sullivan,,Carmela-Gnatz-Straße 476,Duarte de Camargo,TUKUFRRA7AM,GB68FKXX24835216097852,,,
100,0000001303,GB,33741342,9724753203,,,,Almeida Peixoto S/A   ,,"Flat 34
Stewart Rapids",Jenniferburgh,NHLLGB8J,DE38939062069075695586,Constance de la Rodrigues,,
100,0000001604,DE,65269593,8933047835,,,,Wesack GmbH   ,,576 Ward Lodge,あきる野市   ,SXTGGBV6,GB69LUIH85555673114434,Émile Munoz,,
100,0000000616,GB,77537353,3145252857,,,,Le Goff,,"Largo Vitor Gabriel Barros, 21",鴨川市,HZYRGBEB,GB54KEWU39470997125151,,,
100,0000000588,BR,30641141,2710641526,,,,Schleich KGaA   ,,4 Damien Path,Moura de Rocha   ,ULZEDEH0,FR7940659788068913365436163,小林 学,,
100,0000000944,DE,04201927,1678807729,,,,Gillespie LLC,,"Via Nascimento, 9",Tinahaven,XSGDDE86,GB06ELKM32733302098565,,,
100,0000000209,CA,99213507,8595410390,,,,Petitjean   ,,561 斉藤 Street   ,North Kimberlystad,PTBGDEYKGDQ,DE29069651985058301410,Céline Chartier,,
100,0000001591,CH,96018455,6429402657,,,,Diaz   ,,boulevard de Dos Santos,Melsungen   ,ZWASGBS3WMN,DE56811237017207156588,斎藤 陽一,,
100,0000001812,BR,23770821,4093745599,,,,Montenegro Vargas e Filhos   ,,1577 Jill Lake,富里市,GRFRGBBA8X3,GB33IWZU66030011073812,,,
