BP_NUMBER,BANK_COUNTRY,BANK_KEY,BANK_ACCOUNT,IBAN,SWIFT
0000001362,CA,16708785,6939267621,GB76ZUVX70653814508375,ONTJGB1KNS7
0000001670,AU,39268086,2186677251,FR9075693384831950166787585,CASMGBVT
0000000384,AT,62490647,0880365651,FR9545260100649945777120068,NCROGBLI
0000001102,MX,39535987,0209015543,GB33CKSE11813705054845,BMQXGB6GF6B
0000000923,GB,17084790,0791773051,GB16ZBUJ90258315307672,LXIJGB0S
0000000470,CA,30831769,0222675729,DE14756447643677514015,VXUOGBDU
0000000010,FR,36143736,8208177374,GB13MJPP69785997217383,OWOGGBPI
0000000938,CH,57080249,5472099329,GB19OVCB07541958631929,XEVMGBS4
0000000533,BE,82276605,3555867873,GB31DYAS36222224414985,GYYFDE2E
0000001882,BE,60664999,4219307063,DE93007119418669664072,MGUHGBNW
0000000405,BE,60619057,6486198532,GB82BBNZ33824076144136,FDBDGBLVHG1
0000000081,SE,85926587,4647882840,GB15IEBP64740787263262,OIUNGBORTCU
0000001809,CN,00430544,6591479079,GB53CBDI44567228962274,UCPZGBE9F54
0000001018,BR,40477566,5433559288,DE62754521291913705742,VOXSDEWVLAL
0000000227,IT,21964174,5707482192,DE26068303126284220860,NQEIGB0ZYGJ
0000000325,GB,63235135,4279420925,GB64CQFP94820535312101,KOFAFRM5WV8
0000000462,FR,24194147,5898108624,GB57WHFQ28144038269544,NYDKDE36J94
0000000917,FR,86357899,5295917676,GB43TLNU57293444444794,IGCKGBWFIKT
0000001808,CH,47719623,0275349119,GB98VKUC94006708500919,YDTEDE4WFXC
0000000696,DE,07192081,0069918388,GB75LBQV01358654777642,WJNVGBYS
0000001309,IT,94284739,6316507143,DE86561130928868216365,TLCXGB33
0000000985,CH,91126014,0270067206,GB95HWVB73541833660629,PCEEGB9VH0P
0000000664,FR,65688400,2615662591,FR7158044723676926933025891,JDBIDE49JZJ
0000000344,BR,94794754,9906804014,FR9464501387902198586158142,GBPPDEOA
0000001573,ES,02844319,9230765576,GB68FGBS11151057223290,XMKXFRIJ
0000001768,CA,29523434,0137133880,GB34PUGP85601330469526,PWDGGB4L
0000000305,CA,08146022,6216979053,GB63RMQV55416472867281,MQNWGB3X3JR
0000001209,JP,76604872,1687633477,FR2736374609195058418916290,TKRIGBA6LJ9
0000000128,IN,84550953,1828344616,DE52461826187902991803,XFXHGB6M3W8
0000000643,GB,33075519,8486606570,GB85ANZG53886771535085,ILYNGBEOBS7
0000000641,BR,04063592,6436700192,GB03VWZF27442072835232,PMUFFR0H
0000001306,KR,08987044,9800329623,DE42287315571554214372,VAQSDE8S8SO
0000000521,CN,23775247,9251232976,DE70082709341990881739,NUGRGBM1
0000000289,CA,31174547,2028578257,GB67WRJG55266667412145,ZTPLDEWJ
0000000367,JP,85217512,7390973116,GB75UOGF21462921010212,XFJFGB2NI4W
0000000837,IT,84881085,1592478608,FR3466030639906939298215537,QMTZFR9Y
0000001730,PL,81598198,0365743797,GB55TCPX93749364987120,ETFFFRCRI0W
0000000307,DE,08868789,2397072391,GB61WZOO69848865154889,ELWNFRBDE0R
0000000825,SE,51358168,4356311033,DE34227808154358510699,PYRKGBOW
0000001490,NL,81398364,5186286895,FR0645163351586671545078471,YNXVFRFU
0000001486,BE,71394979,2562992084,GB48EYHB99469845830533,ECZVDE7BIX0
0000001894,MX,30255054,0844914531,GB09LJGF66826810358609,RKAHFR4T
0000001293,MX,16804406,6982266495,GB53NWMK99846856884253,XWDDGBFX
0000001366,IN,24861220,1113331970,DE60771679185041771500,WFYFFRVZ
0000001394,JP,60357248,6886461369,GB45IWVM70454811404421,GNKQDE94
0000001100,GB,20065987,5170448444,GB31RUUD70765515590040,GVHEDEPW
0000001704,BE,78396183,4491968288,FR5189890422008080714254777,LLRUGBSH
0000000767,AT,88066189,7212860801,DE53614479897101729592,ZHBOGBQQOVM
0000000957,AU,07726997,1493101423,GB67YFYR15960274720960,HNXVGBYGC70
0000000884,IT,38169395,8820330822,GB25XEYO00589912703237,CIQKGB5C
0000000466,ES,69153619,1989482096,GB16PLQM37125514495058,WSGOGB1BAHQ
0000000906,IT,01400444,3767423804,GB92TSOW30365019618301,SZRCGBEV
0000001258,US,26074515,8672056405,GB03HCYC41765693239446,RXEWGBA2
0000000240,CH,39598297,5535667112,GB90XWRY55652286279080,ATULGBVEQFF
0000001451,SE,17611819,3610516354,GB61BWIL79688578893044,BQZZGB9LKSY
0000001406,GB,93126114,5009197392,GB78ARIV02537950299869,GQPIGB7I
0000000450,PL,50963457,1073319459,GB87ASAS21465142603626,EQUGGBNH
0000000118,US,81188130,1308903415,GB45MOVN68424152858455,ZTOLGBSAOE8
0000001267,NL,83231043,6885914863,GB53DGTX75797979834486,VVHYGBU0
0000001442,FR,56415480,3102503871,GB28NAGJ37674464475162,WBYYFRYZ
0000000354,US,93328116,4254250109,GB63AHNN52075021406267,UUZGGBHCM24
0000000226,MX,64648158,6609895068,GB38JCIL43840412000749,PGTMGB0W4GB
0000000875,US,60445577,0549158159,GB56XKHP70713765481149,EFSLGBC3
0000000860,BR,81663619,2870418036,GB46SAOG80860572270686,ZSICGBG5NUJ
0000000339,IN,00440701,7670861427,GB86DUMY65039352959260,WYEPFRARTSG
0000001610,IT,29521643,0241815973,GB36NSLB47519022614879,JBTVFRGM
0000001357,IT,47575901,6078327186,GB23MZSM47328967337087,ATQHGB5BDUZ
0000001396,GB,88902682,1818793548,DE70253115118668977832,TWOLGBQL
0000001593,AU,59762995,8939551019,FR5117488766114518777837593,RNOLGB530NC
0000000288,ES,81668883,7409338191,GB34FHFX49887050748592,WETKGBIO
0000000103,SE,55424014,0273201866,GB34GQMU64979767918691,BKAFGB3N
0000001739,CA,04045010,0144310550,GB33KXHW22230717152872,PMYWGBIFVYL
0000000588,ES,38895659,6918158920,FR0912929497391526034393897,WMPCGBPU
0000000779,PL,71908822,2617841440,DE55566346144762897732,TQGIGB1S5U0
0000001433,GB,94501119,2390993393,DE08761637802741435960,CQQUGBK1EI2
0000000411,NL,92812012,7443417722,DE74508038449490700041,NBIYDESKXNI
0000000021,FR,96885329,3628631358,FR2850064765717283887715212,VUNIGBGW
0000001273,CA,32712646,0012686608,DE43405215962527195271,DTXEGBM5
0000001393,AT,80170868,3305370092,FR6147793006855404709057037,BBHJGB0LB4N
0000000501,JP,07762452,4800573476,GB89VFAE72991776084023,JZONGB3H
0000000373,ES,04991422,7613959408,GB45DFKU13207002106259,LDBUGB3P
0000000811,NL,67369262,7794275370,GB88TPPR26895135967752,ZSYBDEOK
0000001120,FR,74920688,1256800112,GB40BWBH08244388987781,AUJSFRNX4E3
0000001970,AU,00503808,6293652442,DE97021341162522942557,QCMWGBW3YAF
0000001289,IT,30928890,4146549372,GB69UPVL25209213321099,RNOAGB2FIWE
0000000117,BE,22752021,6762163295,GB09WGSM71535956122294,GQIMDEJD
0000001194,JP,19282291,0099232292,DE06923431352096265111,MQJQDETN
0000000318,BR,07916180,8442541461,DE64634912384726608956,HMSJFRG9GMK
0000001409,CH,05216875,3866803812,GB32XOIM80129734569900,KRSGDEDL
0000000123,PL,88963273,4302991488,GB74GZDW77914257141044,YLYNGBMM0XG
0000001859,FR,02021397,4805417471,GB19IMSJ04108398486756,TLXTGB6I
0000000646,JP,61803504,9545002125,DE74212936467022928320,KOVWDE79BNI
0000001848,DE,06441674,3410000819,DE18250212775256367744,JXCOGBQZ
0000000079,AU,01341813,9530745255,GB70QBCW82909873598068,YOJEGBZ0OT5
0000000728,AT,93546226,5214959020,GB20AEKS83008460522301,BDFYFROZ
0000000781,US,17268035,2801491642,GB94THMT45516759628292,JXJUGBYPIXK
0000000597,NL,26797801,5358029171,GB61MMDT52223591528325,UPKZGBDG
0000000727,GB,55800204,1591362787,GB42HWKV50295571392710,YLUBFRJO1C5
0000001733,BR,59860486,8459980348,GB24MYQF09846300512222,TWFVGBR6
0000001766,CA,17036106,4204531209,GB63BKHP68504046156847,KCVWGBKSSGH
0000000998,GB,43911006,7102887968,GB50CTEY37268910255458,MBVAFRWYBAZ
0000000495,IN,45926286,9738719793,FR8332264027853363743406564,XUNNGBOZ
0000001872,JP,95797121,9116084955,GB79ILGV02642562839943,HJGCGBO0LPI
0000000590,US,77266130,8756500776,GB38DPTH96490455002993,DNKUGBAY
0000000501,MX,88281302,3681341947,DE33777593356558116431,QZIGGBIK
0000000760,AT,27285025,2726619195,GB91FXLG47234644427403,SCCEGBVE
0000001771,BR,12748363,0298362933,GB41TJUJ45528765614661,GEJWGBKS1JU
0000000410,AU,15168010,9867661461,GB60OVXM10832258443095,DJIJGBIJ
0000000578,IN,57281214,1007053310,GB50BETM63318320244864,QRPZGBU7VDE
0000001324,ES,13272604,8656080561,GB25GRTI28179793539282,NEQNGB5X
0000001589,CA,28677850,3415622800,DE14872006194565990582,DLOGGBUO
0000000494,KR,45250570,9225742128,GB29PDDF98913032646434,TOMEGBI3
0000000902,BE,44345245,3233357979,GB45AEZY06160586418592,DFSJGB1I
0000001622,GB,84395180,6110197752,GB45JEFF65808669062092,RZUJGBAL
0000001377,AT,88671393,4646338025,FR1138574482294037818373121,AGMWGBUA
0000001055,US,36543212,2759592426,DE08773757601067559406,CAWLGBPTHZ9
0000001633,AU,01303587,2232968152,DE17298071138348067652,PVOCGBVX
0000000627,CA,53432900,3028786385,DE50108745949919891317,HAVDGB34DCF
0000000427,JP,83599283,0374182417,GB92GMIN01188693332580,QINHFRKS
0000000213,AT,67790374,6830367521,GB37DMPU99738266764785,PCOEGB976V0
0000001670,FR,31012461,8118768590,GB95MHXA19397867706909,CSJTGBBZUZ8
0000000183,BR,07891562,3731796034,GB74GPKD89762573694547,DDCMGB8G
0000000748,KR,83042959,1753142095,GB28XATV49279909891778,TFONGBIW
0000000390,CH,41713223,5943029083,GB65YDTM33987333401051,MQOFDEWXP06
0000000883,KR,27775467,0044079991,GB43QFEQ15775844281258,OWEFDEOTBGR
0000000578,IN,89577477,2433114243,GB17MULR81680643280412,CXUSGBSO7PQ
0000001937,CA,51570113,4916203325,FR8221841292292765477276383,BJXMFROI87R
0000000188,BE,87628335,5611070793,GB19UERU78092804144287,WSDSGBAJ
0000001013,MX,44077439,4369242806,GB13VLUB11155603460779,NZASFR7B45W
0000000295,IN,14843723,8749543903,GB82XVWQ16686664484385,PZSVGB6D
0000001567,SE,15071893,4843181779,FR1885554915835497064286523,MXYBFRC6G1Z
0000001790,BR,58269176,8372732716,FR3172697071080553956674428,QNTCGB7Q
0000001442,CH,38040197,1811698173,GB90CWUK74889079475921,PZXJFRP0
0000001367,SE,78682053,9764859406,GB35OJVH72644251033323,OQVTGB2H6WC
0000001298,MX,61242069,6824546653,FR0620384916441967869674930,HQASDE6GQP1
0000000986,SE,90344534,6001905433,GB94JPON43292879038273,ZAVXGBE5ZY4
0000000574,IN,74684005,4773393720,GB98NSWK17018422799691,UJBKGBL9
0000001236,IT,15648920,0835664502,GB55EIFS04940697754528,DGKKGB41UWI
0000001479,MX,07206493,7880533886,DE32676116081432302611,NAQXFR7JHP6
0000001432,CA,54509737,9984337397,FR6853593747880248129882849,YNLMGBY6SXH
0000000779,SE,79957452,5290649032,GB54IMOZ68897152103533,KWMTDE0N
0000001973,JP,44203191,1563687624,FR7923839650781896998034684,YWZSDEOSKF7
0000001824,FR,79078336,5127771440,DE52129549045557627433,ZQCQFRJK
0000000343,US,36894182,0240895225,GB73UUAY96513105180439,NPIJFROPR7J
0000000233,IT,32710057,2533040028,GB79WYLF24824702841299,ELABGBK3
0000001087,SE,96097666,9309924050,DE54371092456388972259,IAJRFR3ORRZ
0000000622,CA,43032084,0567687868,FR6832087134431139991808004,BUZKGBZFUGK
0000000569,NL,35410981,5415831014,GB15WWUX86346905113528,KIEGGBM2OE7
0000000939,JP,24648945,4484394773,GB21MEAY88167566656460,SRPGGB73
0000001056,DE,13466719,4780233323,DE95778568426776491889,AOGJDEWV
0000000437,GB,30438578,4064180014,GB12TNYA75916446855066,PXTSGBYO
0000001774,BR,32244031,5337544305,FR7546932434830219430655646,BCXSDEUV
0000000850,US,26708404,3166210093,GB50ARZV63175356403961,HEDGGBMFOO6
0000000020,IN,39861793,0793304847,DE37827193190560846829,DYDJGBHS
0000001849,BE,51661425,5409301207,DE13106950814977952456,PGWTGBT8
0000001762,ES,78431722,1192193326,FR6877354759928583517320922,JWPRGBM9N8S
0000000988,PL,83647402,1287215092,GB67UFUT84045185824886,LIEMGBIJ
0000000770,SE,06996840,4621910981,GB73DVDS08335425567752,YUSOGB0Y
0000001036,ES,07003034,6801771566,GB54HTDT26372322487070,IYUFGBM2
0000000315,SE,24324962,8523275677,DE79743712930336392832,FDLHGBOO
0000000254,NL,84067183,6994511546,GB07UQDJ43487796479809,DSNXDEEGE2Y
0000000342,IN,03940476,3722317195,GB97ELYT55884370597885,NFVJDELKJUW
0000001108,JP,47200509,4699533036,DE84544546696859282097,RCWGGBAA
0000001115,CH,73935157,0731457704,DE25040438006089232299,VTXAGBAR
0000001070,PL,53227234,0361292723,GB48XNKO18059618325786,MINGDEK1
0000001602,GB,41387591,2326932945,GB42UPFS00060638167570,JZLEDE62TOT
0000001246,DE,10206451,8339870818,DE28639427070532676994,SXESGBL4
0000000458,AT,20899546,3965775884,DE41991266529816876362,WCVAGBHF77O
0000001187,IT,24320811,0412009055,GB17LRGR01042839699356,CKGNDED9
0000001037,AU,74164953,6235145468,GB93JGSR18361136504767,OVVVGBDZ
0000001044,KR,95854816,8749336303,GB91JNTI18253254700924,OJJRGBSKXNT
0000001939,BR,72075365,1022980546,GB56OTFN92533740263539,GZINGBIE48F
0000000846,DE,93854862,0483270444,GB32MWUD29543580173289,RTILGBIMW8Q
0000000465,IN,04426514,3855868695,GB33RYKG79761239192660,TZFJGBENTZ7
0000001839,AT,87155933,7011574755,DE80671999398177106877,OBQADE1T
0000000324,DE,88124990,3606782932,GB55XJMJ92471732559026,MXAVGB6F
0000000744,BE,00645806,7622927131,DE23279576112646435918,GIXZGBBO9HK
0000001157,DE,86083777,5795416315,GB83NQTC36321454060648,MICSGB9M7QJ
0000001965,GB,47544129,5905465674,DE62683865490490564084,DVLHDE2Q31D
0000001624,MX,77454832,4400935182,GB22JGZR11445864015424,CRGEDEQMCQT
0000000108,DE,71564380,6771835313,FR9884398728619602491321176,RETVFRC5I2J
0000000407,IT,65793451,6133135028,GB26IANG61815026387127,MPQLGB7ZKWJ
0000001338,FR,76667018,0971854796,FR3878748005063622855784335,ZNLHFRG0
0000001009,AU,86110255,7512441938,GB94EGTZ66624264368580,PBCNDEOV
0000001804,CN,38983210,6471833140,GB31SIAB88822375228700,URQCGBOF
0000000044,SE,33992348,3254149285,FR0549971094546020028925442,LVKJGBDS
0000000507,ES,33149683,6435061062,FR3317766410341637543520872,RDTKGBR401N
0000001554,IT,28218382,4656519998,GB58DYEJ57772463606581,ESXBGBMX
0000000390,GB,41564011,7605331977,DE77482077643862516309,XXZBGBNH
0000000638,KR,29167058,3718931666,DE90421991369996225648,TZSBGBQG196
0000000141,AT,41528368,1800300377,GB38KTLB94928222826505,VNAWGBSW
0000001095,CH,98312244,5536985719,GB42XPOD65885902267191,LOKFGBLICW2
0000000883,MX,33917001,5501094952,GB75CUSM50890608571910,FNRLDEXYGGC
0000001847,IT,50139029,9234324208,GB28PGQJ46041003835532,EIXXGBHTT8T
0000001380,SE,53468601,0098897445,GB23EWXI01272546131087,BBHWFRTZ
0000000641,CN,40038370,1090977171,FR7770749025812491246300996,ACGDGB9B
0000001528,IN,49328275,5066887075,GB32ZRKJ12152116558271,ZHDQDEST
0000000891,IN,28476124,6215866866,GB12WLHL84059117000958,SNONDEBE
0000001206,US,41992951,3573132065,GB97WDQG33699160530339,SWFOGB3L
0000000526,CA,97267134,5004474625,GB98SYRM04914882480603,MLQSGB64V4J
0000001804,DE,36077442,2328257636,DE21397526439844914969,RLYTGBN42WJ
0000000546,IT,61594472,9962660855,GB12UNSG36634309720322,NITJFRJE
0000000430,ES,96523667,5091368892,GB24JMHZ63081829639210,LJZDDEHA
0000001844,AT,85274810,7060988198,GB41LYTM65827528928855,MOGYGBR3
0000001116,SE,73805105,9128212888,GB48ZAAE08682281093652,VNHAGBKAEFY
0000000396,BR,33946403,8484159656,GB76VXLB63483360278896,ONGPGB57
0000001471,CH,45271667,6391237165,GB71ZYRD54803029135208,IEDBGB3Z
0000001777,BE,05868417,5053763494,GB26CING85045705423861,DQXNFRKI
0000001813,US,05073944,1130446269,FR1442014930076471054093977,EYVJGB6U
0000001567,GB,30510463,1913040724,GB79BKYY13266199840448,CUNIGBVV
0000000789,IN,46369841,2278733759,GB42CVEK70684710714476,KKRYFRBDAX0
0000000156,US,08093048,1379453228,FR9009639529077803878185989,WTNLGBOWQJ1
0000000294,IT,55910550,5067911525,GB77BSWC83751621137662,KZLSGBS693N
0000000257,BR,20994311,6063805214,GB89RUJO36403978740273,PNTGDEJ0
0000000887,CH,03864646,6700402062,DE60492583847524330386,SPQLGB8VMRO
0000001469,SE,83719165,2148495595,FR1045931987322484606293830,ASAWGBLQ
0000000726,FR,22548284,4590468189,GB38CNCR26815005718602,NHFSGBBG
0000001901,CH,33731207,3562547751,GB13HADE06644637030348,MVWNFRU1
0000000034,BE,37985291,3106692999,FR5397070613566144949656232,AWGDGBTEOAM
0000001590,NL,80152223,5077489383,FR6943123952968822002441014,VXROGB1N3QK
0000000344,IT,91176694,1177171021,GB55NYRQ65344599242728,FYJUGBZV
0000001862,KR,76667129,6792129979,DE73890170630671325049,VEXJGBAA
0000000087,DE,31416252,3145443482,GB51DZHY12888259783469,EUSMGB7XE0D
0000001902,AT,87108018,7453888601,FR9662554021796282870148053,DCAHGBCV
0000000964,DE,64450458,9490506759,GB19WYCB85811249585440,BQZKGB68USY
0000001700,KR,36161888,4740965687,GB86HKSN05982165402944,HLLIGB2LI5F
0000001895,BE,92688569,4674171418,GB53EVOO66575150884422,GYVXGBU0
0000001199,CH,11864062,5642423716,GB45ZUQX19883602686334,BSEBGBAT
0000000491,MX,96550899,1116768873,GB24AYQO76632284050797,HYRYGBLX37O
0000001642,CH,32577926,2280034961,DE20586144633668481612,OHSIDEOM
0000001108,PL,63210467,1491129254,FR7479479166592154698445803,DEOBGB7JFNA
0000000816,PL,45380522,9001869560,GB43UYNB21533921615064,BKSEGBECB5Z
0000001987,SE,51188621,0780696024,GB81MTOO23097330134343,KQJAFR21
0000001881,ES,24275924,8648125638,FR9145502812144387779056895,CCQOGB6V
0000000316,PL,36054257,9027549580,GB20JYAQ40588159696805,XWTCGBBS
0000001143,BE,32649216,1665948143,DE21798990513730962653,TUDJFRVU
0000001135,CA,23395593,1139724182,DE52622110586303853409,LQDOFRE3SRW
0000000800,SE,43555651,4081069387,DE17666253940553223365,CFGDGBOZTWN
0000000328,KR,19290222,4092663385,DE08469718332738077379,DJMXGBNCE8B
0000000871,JP,09378205,1523176020,GB24XHGR56477106768813,PDNYFRJ5DHQ
0000000088,NL,70232313,9440895187,GB26ZALN68041224203529,UEIHGBK0
0000001876,AU,24386630,3694768843,GB20PYWY85922896841688,SPWQGBYN
0000000846,AT,32030496,5070771432,FR0234242501763350455187090,RQMJDEE7AIZ
0000000397,MX,72386239,8599166444,FR3871490139603686692976087,RFPHGBSZ
0000000457,ES,37965131,4206247878,GB96ORMJ79841571007353,ABHIDEJVRCV
0000001545,CN,27841388,1375784346,GB74EKDT51843437176652,MWMZFR17CL6
0000000249,GB,51449109,3100761905,GB12DIWB35527515411982,XFHPGBGVRUI
0000001155,CN,87717447,7711158727,GB33NBUK97726736323240,RXRAGBNY
0000000712,SE,96639273,3624455612,DE42057631447241159121,WFCIGBSGQE3
0000001921,CA,36017304,5950715181,GB18ZZKA57071126663379,ZVZPFR25
0000000347,IN,89594230,1345983826,GB71TMIU36285547482046,LVDCGBRLTM8
0000001972,SE,50473320,0924254186,GB62ZCBZ46791650812611,AKYTGBFH
0000000269,US,79966464,0109933188,GB16ESXM74142257379035,BCLRGBJ3
0000001499,IN,40922296,7567733823,GB78VTZB67547448131103,CNMMGB5QY6K
0000001353,PL,74257862,8928200311,DE20636685968884544021,KFVPDEOBA02
0000001815,DE,73065438,6276711502,GB04VNYB92092471308135,PAAWGBT8
0000000775,KR,88505337,7628878345,GB07IPHG08733529214045,PYLLGBR4
0000001952,IT,79159182,0127402297,GB07FNCB92586080594404,QESLGBRO
0000001297,NL,21344622,0695160197,GB25TLWP38293386755025,RQZKGBCI
0000001670,ES,48797387,8308168527,DE87071092351566898957,IZPHFR67
0000001382,AU,20929815,4817077150,GB54GCAM87386830740661,MARNDE0WGUT
0000000729,GB,86048246,0014551150,DE75380568305625868423,OGRYGB1M
0000000646,JP,52986643,7169328781,FR3482012013738415447150189,AXJGGBU4NYM
0000000399,MX,15095311,5018919612,FR3992285964738174999720740,IFZKGBAH
0000001635,MX,62060505,1118634191,FR9861546926308286250477598,BBSEFR4Z
0000000577,AU,68803935,9526319882,GB47HFFP21589140782651,AQLAGBLF
0000000608,IN,68986136,6610674988,GB84TLEO87869072290332,LMHUFR1N
0000000832,GB,43788282,8761372867,GB28DJKS94078634451009,JHRGFRI0TLH
0000000439,NL,96559169,7392388908,GB09UEFQ49963792277245,KMYJGBVFE8Q
0000000501,BR,41815586,5224290024,GB17ONYF48390875249008,UTPIGB99S4H
0000000788,PL,06727161,1026433821,FR6254847197898224563580308,YWDIGBZ5A1A
0000001427,CN,24524132,2985682299,GB77LXOV33656481338031,IFMUGBAZ7CI
0000000933,IT,95270060,4906841536,GB43PTCX73804450901279,MSNBGB81
0000000766,AU,23013784,7401693084,FR9617713541248544458831598,PJRZGB5CPQT
0000001722,AT,00821214,4054803958,DE81420047342525402993,BKMGFRW8UEX
0000000486,US,37533387,3549053604,GB68CKVO27433090040223,HIWRGBU6CXN
0000001914,MX,10908664,6455495129,GB95GQXA34432836923402,TGHYGBHWMY8
0000001732,SE,65845389,4321028379,GB87GOCN78500013524461,HLNHDERM
0000001087,KR,27841756,4303078695,GB97SQEC90916105693183,IXPDFR0D5EA
0000000004,GB,00486113,7864529158,GB63MQXH35938269131450,CHCFDE2V
0000001470,AT,62895149,1739728691,GB85SIRG81806459521564,CBXDGBI2TP0
0000001816,GB,22830430,5799958883,GB96UKVR11348065189857,HEYNFRC1GD5
0000000892,BE,28884381,4835770290,GB42YCCR70786294579003,FVUQGBDH
0000000679,PL,06343630,1641554086,GB60FAAA46799378772207,LXAGGBEG9BO
0000000602,ES,86021204,5737368096,GB94JLXP13911595157619,GATODEE4NBH
0000001330,NL,72840253,2950748105,FR7608069945321427845951642,EZMAGBKDPTX
0000000077,FR,83791511,5855548115,GB29TPWS99878311510326,PYVXGB3AC8I
0000000201,BR,87712591,6197831076,DE76517663302232590977,XCOQFR24AO1
0000000508,BE,74236342,5688266048,GB34TNCZ38290773037336,NQJMGB019AX
0000001499,BE,16238627,8539747409,GB43GTKB40096733830962,OSBQGBHH
0000001519,PL,62170378,2855494667,GB22CCAA32219748612157,XTNSFRJFS78
0000000769,SE,99965150,7279594263,FR1305822700736892908000226,RSQOGBDZ0J5
0000001642,AT,41150423,3642406918,GB17JDHR91721825111266,KPKHFRL9XAQ
0000000102,IT,19449184,8881909590,GB29YULD30914357043758,KABXGBA9
0000001767,DE,23772536,5447205591,DE18477794804101822351,OBMGFRNV
0000001055,KR,65548352,6574195925,GB31TMJZ39062512973294,GVEUFRF757Q
0000001690,CA,68330673,7858469397,GB18UWWW61918927420289,MZEYFRZT4BG
0000001227,CN,83165113,5451342913,FR2904089207558349830159365,TBFIGBVZ
0000000825,JP,88427226,0963904082,GB83QWKY78786360916721,TFEPGBFZ35D
0000000010,US,42866193,0336267549,GB11XHHK28288013165877,TRWAGBR29S9
0000001656,CH,48756417,4113747992,GB76QRHD65018829574275,NIOVGBDL5RE
0000001942,CN,22967153,6631106739,GB97MZEW39939937580369,HQBVFR64UW2
0000000410,CA,86628713,7758863863,GB16ZJZH20340514279591,TPQQGB8Y
0000001624,AU,70281431,3458172770,FR6701328725535818462513495,YLPDGBG7
0000000115,FR,44759365,2866037171,GB62ACTV60012641819191,MTDTFRKVV1P
0000001335,CN,27494926,5313228946,GB80FSOZ17091975883573,DTKKFR4GSG8
0000000112,AT,35660508,4551582292,FR3193876049498944929179624,LMNEFRMH
0000000074,IT,69762938,6760229813,GB27UUFX23087366245641,ESBBFRZQ
0000001835,US,42151410,3444145397,GB92OQVS46789682232619,YABOGBGJAEL
0000001468,NL,57085938,8148534445,GB81AYER07144617080710,CMWHGB0G
0000001947,KR,28313933,4271607095,GB12HFTX29319847874500,NFDFDE4Y
0000001759,DE,95062183,0854598715,DE60968152986682908762,JOUNDEBXQLC
0000001486,FR,90595118,0012550643,GB08SJSW65562650408423,MDFLGBA0
0000001325,CA,15267617,4865807887,FR7395900954187890625064014,BYPIGBRS
0000001927,ES,89601956,8189855352,GB56CGCX78325054124294,GXSHGB07
0000000510,DE,07471224,4423174688,GB81GWYJ65349422748985,CEBQFRO3
0000000237,AT,06513159,4404717871,GB54YZSJ79332009709045,JMIQGBO41G6
0000001270,DE,46570537,5745013483,FR5166799263905483500809451,XLGUDEXITQF
0000001849,IN,86782778,7156671480,DE18568589262051613447,VMOSGBIA
0000001782,KR,44572182,8787216220,GB54OZIQ30543303179867,ZWMVGBDI
0000000625,CH,87772697,4257642843,GB44ZGLG87520522756850,CXZHDEAJY39
0000000488,AU,07099593,7461473605,DE66448513796439790158,RHVCGB8702M
0000001201,NL,38878143,0544943761,DE89970778688551643460,BNXWFRWL
0000000188,CH,86048086,3514850472,GB22JMUU84184929988219,PPTEGBZR
0000000365,MX,46947737,9378194745,GB78WLXF93813128398446,ENNXFR3H9Q1
0000001634,AT,47641578,8919978493,GB64YVYR40579971521676,WMZCDEPZ
0000000788,MX,30033924,8182540745,GB58PDIE88654430462922,LOUADEOQTGN
0000000833,GB,23151046,3177110176,GB53PCHN45013892780191,QMBDGBOBK9L
0000000113,CN,93531021,3701828877,GB69OQDL14796779559571,HOOUGB759YD
0000000275,IN,09388495,3938142427,GB56AEHM51893790015277,YQJWGB0L
0000000177,GB,21850126,5834402757,GB15UXCJ32626260509382,SHREGBZ5
0000000148,NL,30650452,5247316930,GB09FLPA90659899159085,AOTFGBOX
0000000335,JP,61194853,5884002123,DE35449091042668057552,NVADGBJ9ANV
0000000157,PL,77620439,8429530224,GB64HTEG99081844237749,YTUCGBX25JH
0000001659,MX,90687927,8933676400,GB06JAZJ61354996841013,EDCNFR27ZGT
0000001385,DE,18495013,5035699324,GB69ODIM22165745411326,MYJEGBMB
0000000785,IN,01656706,7329782623,GB03KZCE45758099583732,LYOZGB57
0000001781,NL,30771607,6068154467,DE36666583660786623651,UXNRGB2D
0000000493,JP,03633074,8788362560,DE96934705038436469721,AMHIDEHY
0000001293,AT,76710719,4798077970,GB24AOTP07556232505668,JWXLGBMSNLR
0000001212,IT,57125686,9520938647,GB07QDUY19000017950529,LKSLGB9M
0000000031,SE,05952727,2766371306,GB73ULLK20702987650433,JSQLGBLAUZN
0000000566,FR,99490410,2847190964,FR6728358169912260729455795,CQEZGBTHRVL
0000000813,CN,25739310,3379207239,DE28142182797617829223,TDPXGB7H
0000000935,KR,21836983,5440889069,GB43JKLT85357518291321,KPNVGBCX
0000000029,CA,39257186,4476666037,GB90GVCS01989523811156,HWBEGBEG
0000001219,US,01205168,1877516122,GB42VNAF03669628256825,QLWJGB4S4LI
0000000973,IT,02643766,7208922644,DE60574807880094120829,NGMHGB66
0000000643,CN,17496616,5577467939,GB24DSBH02284722803795,RPRVDEER
0000001721,AT,92581789,5481236667,GB21MOVS63437370267925,XEBMGBPL
0000000398,ES,60952885,1815700090,GB51WWDR45385208693097,YTBJGBF07EH
